PC1,PC2,Batch
5.734685574695025,1.9794088145008293,MEZCLA
5.557412374762066,1.751746683595152,MEZCLA
5.309162424597735,1.793327322650616,MEZCLA
5.792110604896113,2.022434907968151,MEZCLA
5.540689034476723,1.558294447793145,MEZCLA
4.332127113845292,1.244831360903373,MEZCLA
5.161633027482142,2.0628477051337413,MEZCLA
5.573147426045717,1.8714805667676804,MEZCLA
5.847136882560966,2.435246252755141,MEZCLA
5.894223924561377,1.5728143631583054,MEZCLA
5.954814621758191,1.8502714191632252,MEZCLA
6.099154084638567,1.924676335290391,MEZCLA
5.777427708501983,1.9707697672373736,MEZCLA
5.752234149911728,2.037689990682772,MEZCLA
5.95555115863292,1.7322064470982763,MEZCLA
5.275253402808534,1.2266887321733222,MEZCLA
5.043014739439779,0.9229116526801836,MEZCLA
5.890421184808381,0.856441184188936,MEZCLA
6.24540454716629,1.535091258119984,MEZCLA
5.7203258294005845,0.8579600282354077,MEZCLA
5.857389691001277,0.964614014866777,MEZCLA
6.241662640134466,0.5001296169186165,MEZCLA
5.64438003199604,0.725379834300525,MEZCLA
6.3467394784697,0.997739158520354,MEZCLA
6.963152338230223,1.405270034652217,MEZCLA
5.447191396226848,0.9493464522976296,MEZCLA
5.317980831221317,0.4043878861078684,MEZCLA
6.212850013769925,0.8181197627331082,MEZCLA
6.474515022650771,1.3842652071737305,MEZCLA
6.283473716907497,1.7462581032085334,MEZCLA
5.3102051446045575,1.3240463235935371,MEZCLA
6.163361464190753,2.012171893100276,MEZCLA
5.514335640416123,1.5745992970636489,MEZCLA
6.004350406422538,0.905437351653678,MEZCLA
6.13828070840546,1.4174934211096404,MEZCLA
5.6470012040569495,1.347949167450771,MEZCLA
6.035822215553499,2.1785128905850653,MEZCLA
6.230875796572337,1.1261195641063226,MEZCLA
6.306765253561851,1.465205325553696,MEZCLA
6.51853563869424,1.8531505244157944,MEZCLA
6.87005974763181,1.85868804371052,MEZCLA
6.238920831833377,1.203432217056844,MEZCLA
5.870704179106012,2.097875533278294,MEZCLA
5.833317510604987,1.52846479863776,MEZCLA
